"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar el login en ventas","Verificar el ingreso con contraseña o usuario incorrectos","ERROR","2023-04-12T09:25:30.228-05:00[America/Bogota]","0.0","27.09"
