"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar el login con diferentes usuarios","Verificar el ingreso correcto con diferentes usuarios","FAILURE","2023-04-11T16:13:01.487-05:00[America/Bogota]","0.0","71.29"
